annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
C03,1727837.txt,Country First Conservatives,2,If convicted of a felony you can’t even vote so I don’t understand what this has to do with voting.,73,,,2018-05-08 19:50:35.162909+02
C03,1737394.txt,Country First Conservatives,3,"I’m sorry I just don’t understand 401k stuff. Maybe if my husband gets a job with benefits or we get out of debt and can start saving, but right now we are more in the in over our heads category. I was back then too, only with way bigger problems.",74,,,2018-05-08 19:54:12.778854+02
C03,1737394.txt,Country First Conservatives,3,"I’m sorry I just don’t understand 401k stuff. Maybe if my husband gets a job with benefits or we get out of debt and can start saving, but right now we are more in the in over our heads category. I was back then too, only with way bigger problems.",74,,,2018-05-08 19:54:14.134674+02
C03,1737394.txt,Country First Conservatives,3,"I’m sorry I just don’t understand 401k stuff. Maybe if my husband gets a job with benefits or we get out of debt and can start saving, but right now we are more in the in over our heads category. I was back then too, only with way bigger problems.",74,,,2018-05-08 19:54:14.470761+02
C03,1744436.txt,Country First Conservatives,4,"Okay I didn’t have a stance, but seriously the airline situation has been getting worse and slowest. I don’t even deal with flying anymore.",75,,,2018-05-08 19:55:40.526274+02
C03,1747588.txt,Country First Conservatives,2,"I feel like we need to make this process a bit more flexible. I don’t like illegal immigrants coming here anymore than the next guy, but if the channel to legalization is this difficult...but I still disagree with it because it’s illegal. ",76,,,2018-05-08 19:58:27.742039+02
C03,1747589.txt,Country First Conservatives,5,You cannot limit feee speech in any way because it is a slippery slope to taking away our rights. ,77,,YES,2018-05-08 20:00:40.279285+02
C03,1749347.txt,Country First Conservatives,3,I didn’t have a stance to support or sway but I see why they are doing it.,78,,,2018-05-08 20:02:59.188086+02
C03,1749651.txt,Country First Conservatives,5,This ticks me off. ,79,,YES,2018-05-08 20:04:34.483099+02
C03,1749651.txt,Country First Conservatives,5,This ticks me off. ,79,,YES,2018-05-08 20:04:35.569492+02
C03,1749674.txt,Country First Conservatives,5,This ticks me off!,80,,YES,2018-05-08 20:05:20.827599+02
C03,1749823.txt,Country First Conservatives,5,Two terms is enough!,81,,YES,2018-05-08 20:07:39.789411+02
C03,1751076.txt,Country First Conservatives,3,I don’t watch sports and I have a three year old. Daniel Tiger gets predictable after a while anyway and I don’t have time to care about spoilers.,82,,,2018-05-08 20:09:22.285386+02
C06,1756401.txt,New Era Enterprisers,4,A bill like that could theoretically block a huge development over a sliver of land. That's ridiculous.,75,,,2018-05-08 20:58:49.341613+02
C06,1756402.txt,New Era Enterprisers,3,"When you use inflammatory words like ""unconscionable"" and buzzwords like ""family friendly"" you lose me.",76,,,2018-05-08 21:01:12.935775+02
C06,1758258.txt,New Era Enterprisers,3,Meh,77,,,2018-05-08 21:02:38.148948+02
C06,1761247.txt,New Era Enterprisers,3,My math isn't too good but if you spend 33 percent on abstinence doesn't that leave 66 percent for condoms? And isn't abstinence and fidelity two thirds of the ABC doctrine this writer embraced?,78,,,2018-05-08 21:05:36.025145+02
C06,1761532.txt,New Era Enterprisers,4,Good editorial about housing discrimination,79,,,2018-05-08 21:07:26.440682+02
C03,1752831.txt,Country First Conservatives,3,I still think it should have been left alone and made a monument but they are removing a lot of monuments now.,83,,,2018-05-08 21:20:02.788712+02
C03,1753129.txt,Country First Conservatives,2,"It was his land, but we need to be able to grow food.",84,,,2018-05-08 21:21:21.635092+02
C03,1753168.txt,Country First Conservatives,4,We need more blue collar Americans.,85,,,2018-05-08 21:23:08.624656+02
C03,1756489.txt,Country First Conservatives,5,Husband and I really need to fill out that paperwork.,86,,YES,2018-05-08 21:24:36.942993+02
C03,1758107.txt,Country First Conservatives,3,I think this is environmental. Maybe it’s job related. I think it was trying to be cute about it though.,87,,,2018-05-08 21:26:48.807058+02
C03,1758107.txt,Country First Conservatives,3,I think this is environmental. Maybe it’s job related. I think it was trying to be cute about it though.,87,,,2018-05-08 21:26:49.842696+02
C03,1759833.txt,Country First Conservatives,2,"We pay for a recycling bin. I actually tried saving glass bottles, things I would get a bit back for in California, and such and that doesn’t happen in Texas. I asked around and people would recycle more if there were some sort of financial incentive but r (...)",88,,,2018-05-08 21:30:33.668824+02
C03,1759833.txt,Country First Conservatives,2,"We pay for a recycling bin. I actually tried saving glass bottles, things I would get a bit back for in California, and such and that doesn’t happen in Texas. I asked around and people would recycle more if there were some sort of financial incentive but r (...)",88,,,2018-05-08 21:30:34.811889+02
C03,1759853.txt,Country First Conservatives,2,I just answered this ,89,,,2018-05-08 21:30:59.46516+02
C03,1759881.txt,Country First Conservatives,3,I have never had the pleasure of visiting a full service gas station. Must be nice to have that to complain about.,90,,,2018-05-08 21:32:43.508572+02
C03,1759956.txt,Country First Conservatives,2,This is the third time this article has come through.,91,,,2018-05-08 21:33:29.497874+02
C11,1691841.txt,Country First Conservatives,3,Pluto was official classified a dwarf planet on 2006.,50,,,2018-05-08 21:35:45.858372+02
C03,1761706.txt,Country First Conservatives,4,"I think “only the best” may just mean people who try, can pass a drug test, and don’t abuse the system.",92,,,2018-05-08 21:36:07.851703+02
C03,1764885.txt,Country First Conservatives,4,I think that killing a disease spreading parasite is a good thing.,93,,,2018-05-08 21:38:02.808434+02
C03,1766581.txt,Country First Conservatives,2,"Ummm. I don’t know if it challenged a stance, but when I’m old do not put me on a college campus. I live in a college town at 35 and get cranky.",94,,,2018-05-08 21:40:35.073125+02
C11,1692082.txt,Country First Conservatives,5,"Pensions just as health care is a farce in the US, benefitting insurance companies more than the people.",51,,YES,2018-05-08 21:42:34.72186+02
C03,1767932.txt,Country First Conservatives,5,Politicians are criminals prosecuting criminals.,95,,YES,2018-05-08 21:43:10.181488+02
C11,1692296.txt,Country First Conservatives,2,I had assumed US/China relations were stable.,52,,,2018-05-08 21:44:37.210854+02
C03,1768173.txt,Country First Conservatives,4,He obviously has supporters. It’s a democracy so you can’t write him out of the race.,96,,,2018-05-08 21:47:13.010727+02
C03,1768473.txt,Country First Conservatives,3,Why aren’t we funding more wind and solar power?,97,,,2018-05-08 21:49:04.824117+02
C03,1769625.txt,Country First Conservatives,4,There is only so much you can do when one country won’t talk peace.,98,,,2018-05-08 21:51:59.929793+02
C03,1769942.txt,Country First Conservatives,4,Unions apparently need better management ,99,,,2018-05-08 21:53:35.823048+02
C03,1772322.txt,Country First Conservatives,3,I’m confused ,100,,,2018-05-08 21:57:19.529546+02
C03,1773449.txt,Country First Conservatives,2,I think the best idea here is to train teachers! Fund that and fund schools. Stop teaching tests so kids can learn skills.,101,,,2018-05-08 21:59:39.902953+02
C11,1692524.txt,Country First Conservatives,2,Pointless rhetoric of almost two decades ago and the Taliban and US forces continue to battle.,53,,,2018-05-08 22:02:25.605689+02
C11,1698569.txt,Country First Conservatives,2,"Inmates' families already support the prison system through their taxes, makes the assumption that the inmate's family pay taxes.  It's the taxes that all society pays that supports the prison system and it is crimes against this society that has caused th (...)",54,,,2018-05-08 22:12:09.590413+02
C11,1700342.txt,Country First Conservatives,1,I wasn't previously aware of this.,55,YES,,2018-05-08 22:15:29.908913+02
L03,1665034.txt,Disaffected Democrats,4,I believe organizations should rely on a combination of government and private funding and always maintain alternate funding sources. ,30,,,2018-05-08 22:16:51.386373+02
C11,1700572.txt,Country First Conservatives,5,Bush's inaction after Katrina was shameful and politically motivated.,56,,YES,2018-05-08 22:17:59.004661+02
L03,1665257.txt,Disaffected Democrats,5,This article provides examples of why police should absolutely be more carefully monitored. ,31,,YES,2018-05-08 22:18:15.704812+02
L03,1665462.txt,Disaffected Democrats,4,Provided information about the failings of state oversight and accountability that many states are lacking. ,32,,,2018-05-08 22:20:24.330475+02
L03,1670339.txt,Disaffected Democrats,4,The Bush administration was not strong with their foreign policy. ,33,,,2018-05-08 22:21:28.617678+02
C11,1700573.txt,Country First Conservatives,3,Politicians in the US will always be afraid of the backlash of an electorate largely made up of religious zealots.,57,,,2018-05-08 22:21:59.567564+02
L03,1671831.txt,Disaffected Democrats,5,United is a prime example of the outrageous breaks that congress gives to corporations without any accountability. ,34,,YES,2018-05-08 22:22:48.689498+02
L03,1673625.txt,Disaffected Democrats,5,The Bush administration failed completely at addressing global warming as this article illustrates. ,35,,YES,2018-05-08 22:25:07.001105+02
L03,1673625.txt,Disaffected Democrats,5,The Bush administration failed completely at addressing global warming as this article illustrates. ,35,,YES,2018-05-08 22:25:08.512189+02
L03,1674947.txt,Disaffected Democrats,5,I agree with the article hag a unilateral agreement of banning space weapons is much safer than any alternative. ,36,,YES,2018-05-08 22:26:24.103867+02
L03,1676633.txt,Disaffected Democrats,5,I strongly agree with the article about providing more assistance to middle income filers and the article provides good examples of how the rich benefit from the tax system. ,37,,YES,2018-05-08 22:27:27.714488+02
C11,1701533.txt,Country First Conservatives,3,"Old news, and no longer an issue.",58,,,2018-05-08 22:28:35.698953+02
L03,1678664.txt,Disaffected Democrats,2,I have mixed feelings on this subject. I agree that it is important to help out needy people around the world but i also feel like it’s more important to take care of domestic issues first. This article challenges my ideas by illustrating how little the US (...),38,,,2018-05-08 22:29:38.901665+02
L03,1678834.txt,Disaffected Democrats,1,I had felt that after 9/11 the Bush administration went way overboard with excessive security measures. I was not aware there were still so many holes. ,39,NO,,2018-05-08 22:33:31.453193+02
L03,1680349.txt,Disaffected Democrats,4,The article reinforced my belief in the importance of public broadcasting. ,40,,,2018-05-08 22:34:38.804252+02
L03,1682364.txt,Disaffected Democrats,5,This article provides examples of the effectiveness of Brazil’s health program that saves lives and I oppose the US’ obsession with patented medicine for profit. ,41,,YES,2018-05-08 22:36:11.083097+02
C11,1704105.txt,Country First Conservatives,1,"I was aware of the failure, but I was not aware that the Corps of Engineers had been blamed.",59,YES,,2018-05-08 22:36:32.689189+02
C06,1762963.txt,New Era Enterprisers,3,I already thought English only was kinda xenophobic...,80,,,2018-05-08 22:41:06.136313+02
C06,1764904.txt,New Era Enterprisers,3,Public money should be used sparingly to support professional sports but $10 million is peanuts,81,,,2018-05-08 22:44:32.946793+02
C06,1765021.txt,New Era Enterprisers,3,Commuter trains must be a northeast thing...,82,,,2018-05-08 22:46:42.9155+02
C06,1766214.txt,New Era Enterprisers,3,Snore,83,,,2018-05-08 22:47:59.61217+02
C03,1776397.txt,Country First Conservatives,5,This is such a huge problem and I don’t know why it hasn’t been addressed by now. Basic mental health care for all is something that needs to happen. ,102,,YES,2018-05-08 23:01:24.245081+02
C03,1776397.txt,Country First Conservatives,5,This is such a huge problem and I don’t know why it hasn’t been addressed by now. Basic mental health care for all is something that needs to happen. ,102,,YES,2018-05-08 23:01:24.475621+02
C02,1684005.txt,Market Skeptic Republicans,3,I do not have a hard stance on this. It really seems like a lot to spend on a monument though. Our country is in massive debt and they just keep going deeper and deeper. ,48,,,2018-05-08 23:12:53.704416+02
C02,1686689.txt,Market Skeptic Republicans,4,It’s sad when people can’t even come together for something like a memorial without censuring each other. ,49,,,2018-05-08 23:20:30.42449+02
C11,1707132.txt,Country First Conservatives,3,Most members of the Republican party rejected the nomination and Samuel Alito was the nominee who eventually became the Associate Justice.  ,60,,,2018-05-08 23:24:23.89855+02
C11,1707578.txt,Country First Conservatives,3,Bernanke succeeded Greenspan and was the best choice.,61,,,2018-05-08 23:31:22.695044+02
C11,1708815.txt,Country First Conservatives,2,"The government should have helped the people in the wake of Katrina, however, there is no reason why any tax code needed to be changed, poor fiscal management is the reason why there isn't adequate reserves in such cases and these should be addressed.",62,,,2018-05-08 23:44:14.890123+02
C03,1779140.txt,Country First Conservatives,2,The laws are so confusing how are immigrants supposed to change their status?,103,,,2018-05-08 23:45:44.567991+02
C03,1779616.txt,Country First Conservatives,4,We elect officials who are supposed to have our best interests at heart and complain because politicians are not honest. Then we’re surprised when politicians manado ploicy choices. This is a great example.,104,,,2018-05-08 23:50:18.990349+02
C11,1710401.txt,Country First Conservatives,3,Many of the scenarios painted in the post 911 era were straight out of Hollywood movies rather than based in reality.,63,,,2018-05-08 23:52:18.123857+02
C03,1780714.txt,Country First Conservatives,4,I lived in California then. Smog was a problem and this was a good idea. I’m not sure how well it worked because people cheated constantly to not have to pay.,105,,,2018-05-08 23:53:26.629488+02
C11,1710557.txt,Country First Conservatives,5,"So called ethical objections to stem cell research are based in religion.  Until we take religion out of politics, human kind will never reach their full potential.",64,,YES,2018-05-08 23:55:43.255932+02
C03,1782545.txt,Country First Conservatives,2,It challenges me that medicine is run like a business ,106,,,2018-05-08 23:56:19.112479+02
C03,1782546.txt,Country First Conservatives,3,I guess I don’t see why it matters how campaign funds are used as long as it’s legal.,107,,,2018-05-08 23:59:58.818771+02
C03,1783806.txt,Country First Conservatives,3,I don’t understand how the dollar gets weaker.,108,,,2018-05-09 00:00:53.914289+02
C03,1783806.txt,Country First Conservatives,3,I don’t understand how the dollar gets weaker.,108,,,2018-05-09 00:00:54.732048+02
C11,1713893.txt,Country First Conservatives,5,"The eradication of civil liberties in the US and other western countries since 9/11 has essentially given the terrorists what they wanted to achieve.  Their actions were a direct attack on our a way of life and our freedom, and our freedoms were taken away (...)",65,,YES,2018-05-09 00:07:14.844826+02
C11,1716224.txt,Country First Conservatives,3,Its exasperating that a government's only solution to any problem is taxation.,66,,,2018-05-09 00:09:39.663376+02
C11,1717576.txt,Country First Conservatives,2,Political relations with China are far beyond my comprehension.,67,,,2018-05-09 00:15:58.35742+02
C11,1721070.txt,Country First Conservatives,2,very worrying.,68,,,2018-05-09 00:20:09.957235+02
C11,1722828.txt,Country First Conservatives,4,"Federal government tends to do nothing against state legislature unless under incredible public pressure, or unless the President has no other choice.",69,,,2018-05-09 00:23:13.782975+02
C03,1784193.txt,Country First Conservatives,3,I guess I don’t have a stance ,109,,,2018-05-09 00:24:28.489769+02
L03,1684006.txt,Disaffected Democrats,4,I agree that Europe and the US didn’t do enough to come to a solution about Iran. ,42,,,2018-05-09 00:25:28.954236+02
L03,1684103.txt,Disaffected Democrats,3,This didn’t provide any new information that affected my opinion one way or another. ,43,,,2018-05-09 00:27:05.825296+02
C11,1725310.txt,Country First Conservatives,4,"Governments should not be able to just lock you up without showing cause to a court, that's obvious in any society that claims to be free.",70,,,2018-05-09 00:27:50.214938+02
L03,1689126.txt,Disaffected Democrats,5,This article provided solid evidence against the contradictory standpoint that the Bush administration had about nuclear powers. ,46,,YES,2018-05-09 00:30:48.17401+02
L03,1689974.txt,Disaffected Democrats,5,"This article provides a great alternative option to trade tariffs to keep job, something that is equally applicable today. ",47,,YES,2018-05-09 00:32:27.845945+02
L03,1690129.txt,Disaffected Democrats,2,I felt like after the London bombings and after 9/11 there were excessive security measures already taken. ,48,,,2018-05-09 00:34:01.605137+02
L03,1691840.txt,Disaffected Democrats,5,I strongly agree that Mr Bolton is not a good candidate as exemplified by examples in the article. ,49,,YES,2018-05-09 00:34:49.567622+02
C11,1726505.txt,Country First Conservatives,3,"Ultimately, international reaction to the trial, did nothing to prevent Pamuk from being found guilty.",72,,,2018-05-09 00:34:57.658119+02
C11,1727837.txt,Country First Conservatives,1,"I wasn't ware of this and if this has not been taken care of, it should be.",73,YES,,2018-05-09 00:36:18.650554+02
C11,1737394.txt,Country First Conservatives,3,"Instead of income tax, force people to save into a 401K that cannot be drawn against.",74,,,2018-05-09 00:38:09.605379+02
C02,1690131.txt,Market Skeptic Republicans,5,Judge Roberts did not deserve a nomination for the Supreme Court. While I liked Bush for the most part some of his choices really made me second guess his motives. ,51,,YES,2018-05-09 00:39:59.441911+02
C11,1744436.txt,Country First Conservatives,4,"It's not just airlines, anyone seems to be able to advertise prices that do not reflect reality, nowadays.",75,,,2018-05-09 00:48:45.994988+02
C03,1785629.txt,Country First Conservatives,3,This was really well written!,110,,,2018-05-09 00:51:04.491226+02
C11,1747588.txt,Country First Conservatives,4,The only thing that makes an immigrant 'illegal' is the law.,76,,,2018-05-09 00:51:49.613887+02
C11,1747589.txt,Country First Conservatives,4,"Freedom of speech means you have to allow others to say what they feel, even if you don't agree with it.",77,,,2018-05-09 00:54:14.749051+02
C11,1749347.txt,Country First Conservatives,4,Everyone is scared of the religious right in the US.,78,,,2018-05-09 00:56:22.270397+02
C11,1749651.txt,Country First Conservatives,3,I can't even believe that they didn't have a no-fault divorce,79,,,2018-05-09 00:58:45.626429+02
C11,1749674.txt,Country First Conservatives,3,Same article as number 80.,80,,,2018-05-09 00:59:09.099883+02
C11,1752831.txt,Country First Conservatives,3,The freedom tower was built and the downtown area's usage has not changed that much from pre 9/11 so what did these talks actually achieve?,83,,,2018-05-09 01:06:25.384734+02
C03,1785713.txt,Country First Conservatives,2,In the military we didn’t get to store time like that. State employees here do though and that seems a little uneven.,111,,,2018-05-09 01:10:29.809267+02
C03,1785713.txt,Country First Conservatives,2,In the military we didn’t get to store time like that. State employees here do though and that seems a little uneven.,111,,,2018-05-09 01:10:30.924663+02
C03,1785713.txt,Country First Conservatives,2,In the military we didn’t get to store time like that. State employees here do though and that seems a little uneven.,111,,,2018-05-09 01:10:32.084784+02
C11,1753129.txt,Country First Conservatives,4,"The rules on eminent domain need to be revised, they are commonly abused.",84,,,2018-05-09 01:12:25.110474+02
C03,1786910.txt,Country First Conservatives,4,There should be a buffer between politics and policy,112,,,2018-05-09 01:12:35.745628+02
C03,1787209.txt,Country First Conservatives,5,They don’t want to hurt anyone’s feelings in an effort to stop drugs. They won’t let addicts who visit the schools in awareness efforts tell “scary stories”. Making kids thinner is more pleasing.,113,,YES,2018-05-09 01:16:30.051167+02
C03,1787227.txt,Country First Conservatives,3,I can’t tell if “housekeeping” is a euphemism for fraud.,114,,,2018-05-09 01:19:53.930287+02
C03,1788489.txt,Country First Conservatives,5,Read the last two sentences forever. Argument over.,115,,YES,2018-05-09 01:21:50.509213+02
C03,1788851.txt,Country First Conservatives,5,We need to make sure the elderly have dignity ,116,,YES,2018-05-09 01:25:24.270973+02
C03,1788866.txt,Country First Conservatives,5,Love this! I want to know what doctors get for prescribing as they do,117,,YES,2018-05-09 01:27:20.191186+02
C05,1638700.txt,New Era Enterprisers,5,"I have always been in favor of legislature protecting our natural forests, since they are the only lungs our country, and our world has. And NOBODY will respect them unless there is an authority making sure it is respected. Unfortunally there are too many  (...)",0,,YES,2018-05-09 01:38:17.10595+02
C05,1639855.txt,New Era Enterprisers,3,"Same situation as with most politicians, they need to start working and stop talking.",1,,,2018-05-09 01:41:27.322089+02
C05,1641834.txt,New Era Enterprisers,5,"I am glad to see that this guidelines are being more accesible now, it seemed unfair to me. Judges are supposed to be capable to ""judge"" what one criminal deserves based on the evidence presented, as well as the character of the person and the opinion of o (...)",2,,YES,2018-05-09 01:46:57.685937+02
C05,1642464.txt,New Era Enterprisers,3,"This editorial made me feel very disappointed. How is it possible that companies are looking for ""loop holes"" to avoid following legislation? And I am glad that there are still people out there fighting for clean air, we ALL need to do the same!",3,,,2018-05-09 01:51:04.475099+02
C05,1643657.txt,New Era Enterprisers,5,"Once again proof of the type of people that get involved in politics around the world. Immunity, really? wow!",4,,YES,2018-05-09 01:54:38.724294+02
C05,1643721.txt,New Era Enterprisers,3,"Once again, stop talking and start working! Go beyond your wants, this president did not follow his own advice.",5,,,2018-05-09 01:58:02.380528+02
C02,1690315.txt,Market Skeptic Republicans,2,I’m not generally for unions but this does prompt more research to see how this has progressed. It seems to me like there are more jobs now than what there were years ago. ,52,,,2018-05-09 02:03:08.600892+02
C02,1690826.txt,Market Skeptic Republicans,4,The fact that there were so many arguments about how to create the memorial is disheartening. I feel like diversifying the memorial wouldn’t have been such a bad thing and would be a better example of America and our versatility. ,53,,,2018-05-09 02:10:16.475184+02
C02,1692083.txt,Market Skeptic Republicans,4,"True to political form. You never know exactly who or what they stand for until they are already in office, then it’s too late. ",54,,,2018-05-09 02:15:29.3256+02
C02,1695196.txt,Market Skeptic Republicans,4,We can not remove the checks and balances of our government and expect it to run smoothly. All too often “activists” don’t even know what they are protesting and what would happen if it truly changed. ,55,,,2018-05-09 02:18:56.317714+02
C03,1788997.txt,Country First Conservatives,5,The education system is so mismanaged and apparently always has been.,118,,YES,2018-05-09 02:28:01.659763+02
C10,1832259.txt,Market Skeptic Republicans,3,This doesnt change my views,163,,,2018-05-15 15:57:57.538336+02
C02,1695197.txt,Market Skeptic Republicans,5,As a whole we need to be more conservative and mindful of the America that we will be leaving for our children. ,56,,YES,2018-05-09 03:18:30.648772+02
C02,1697369.txt,Market Skeptic Republicans,5,I feel like the government is thoroughly wasting money on these studies. Why would a country that is already trillions of dollars in debt spend 2-3 million more dollars on unnecessary studies? ,57,,YES,2018-05-09 03:24:46.117316+02
C03,1790803.txt,Country First Conservatives,2,"I guess they are trying and statistics are misleading, but I still feel like the system is broken.",119,,,2018-05-09 04:07:09.630121+02
C03,1793596.txt,Country First Conservatives,2,I guess I feel like compromise with those who don’t real want to compromise leads to false promises.,120,,,2018-05-09 04:15:09.570731+02
C03,1793597.txt,Country First Conservatives,2,But he is a brash entrepreneur. Did it ever actually get done?,121,,,2018-05-09 04:16:40.901418+02
C03,1794304.txt,Country First Conservatives,2,I feel like this docket is diverse enough to be spread out over days and not hours. But that’s just me.,122,,,2018-05-09 04:21:05.845583+02
C03,1794484.txt,Country First Conservatives,5,Self checkout is more prevalent than cashiers and there is something wrong with that. I don’t go to a store to work. I’m so tired from not losing it with a toddler and a list and things not on a list and now I have to do what your multi billion dollar won’ (...),123,,NO,2018-05-09 04:23:57.798764+02
C03,1796959.txt,Country First Conservatives,3,I don’t know what I would be taking a stance on. Nothing about this is okay.,124,,,2018-05-09 04:28:26.492145+02
L03,1691841.txt,Disaffected Democrats,1,I hadn’t totally understood the reasoning for including or not including Pluto. I wanted Pluto to be a planet cause i learned it that way as a kid but thi sarticle made me understand better why it’s better off not on the list. ,50,YES,,2018-05-09 04:35:10.333943+02
L03,1692082.txt,Disaffected Democrats,5,This article provides a good argument for more regulation on corporations and their pension requirements to ensure workers receive what they were promised. ,51,,YES,2018-05-09 04:38:20.605073+02
L03,1692296.txt,Disaffected Democrats,5,"I think the Bush administration, as well as the current administration, have done horrible things to our economy by attacking Chinese trade, as illustrated by this article. ",52,,YES,2018-05-09 04:45:39.073171+02
L03,1692524.txt,Disaffected Democrats,2,I generally disagree with the US becoming any more involved with Afghanistan than it already is as this article suggests. ,53,,,2018-05-09 04:47:04.531596+02
C03,1799251.txt,Country First Conservatives,2,It almost seems like a lesser of two evils endorsement.,125,,,2018-05-09 04:47:20.602603+02
L03,1698569.txt,Disaffected Democrats,1,Previously I would have thought collecting phone call costs to pay for other services was a good source of earned income for prison programs but this article makes a great point about why taxing phone calls is unfair. ,54,YES,,2018-05-09 04:48:43.930004+02
C03,1800964.txt,Country First Conservatives,5,They are letting people get sick! Who cares about a control group if taking out lumps that are precancerous is making sure that they aren’t cancer?,126,,YES,2018-05-09 04:50:15.050379+02
L03,1700342.txt,Disaffected Democrats,1,This article challenges my opinions of the U.N.  ,55,NO,,2018-05-09 04:50:38.297945+02
L03,1700572.txt,Disaffected Democrats,5,This article provides examples of why FEMA is mismanaged and why the leaders are not qualified. ,56,,YES,2018-05-09 04:52:12.941578+02
C03,1802593.txt,Country First Conservatives,2,How did she even get in office?,127,,,2018-05-09 04:52:24.473902+02
L03,1700573.txt,Disaffected Democrats,5,I agree strongly that Schwarzenegger does not have a firm stance on these issues nor is representative of the people. ,57,,YES,2018-05-09 04:53:35.740019+02
L03,1701533.txt,Disaffected Democrats,5,This article illustrates the problem with the racist and unconstitutional voter ID laws that are based on ridiculous notions of voter fraud that don’t exist. ,58,,YES,2018-05-09 04:54:26.353741+02
C03,1804258.txt,Country First Conservatives,2,Who thought it was a good idea to divide the country into three ethnic regions? Seriously?,128,,,2018-05-09 04:58:09.414996+02
C03,1804699.txt,Country First Conservatives,5,I know for a fact that private care patients can get the same meds cheaper. Me Medicare drug cost 400. Husband private or no insurance gets a coupon that makes it 20 or zero. This is bull and I could go for days.,129,,YES,2018-05-09 05:00:53.066543+02
L03,1704105.txt,Disaffected Democrats,4,This article reinforced my belief that the tragedy of Katrina floods could have been prevented by better infrastructure care and public management. ,59,,,2018-05-09 05:04:54.321751+02
C03,1804923.txt,Country First Conservatives,2,"Well, I guess making public what the CIA could and could not do maybe kept some prisoners from worse things. I don’t agree with torture because I wouldn’t want it visited on me or those I love. And again false information is not good information.",130,,,2018-05-09 05:05:53.856874+02
L03,1707132.txt,Disaffected Democrats,4,I agree with the article that she was not qualified ,60,,,2018-05-09 05:06:06.993146+02
L03,1707578.txt,Disaffected Democrats,5,This article provided a lot of examples of bush’s Cronyism and how he chose such unqualified people for important positions. ,61,,YES,2018-05-09 05:08:19.165243+02
C03,1805353.txt,Country First Conservatives,1,He didn’t pass the bar? Seriously?! And the president is pushing this guy?!,131,YES,,2018-05-09 05:08:57.248921+02
C03,1806245.txt,Country First Conservatives,3,"But they did find their voice, and now we’re here again.",132,,,2018-05-09 05:12:21.008505+02
C02,1698567.txt,Market Skeptic Republicans,5,"When it comes down to most Americans don’t hesitate to help others in need, it’s one of the reasons I love my country so much. Politics and differences aside we all work together quite nicely in the face of tragedy. ",58,,YES,2018-05-09 05:14:02.22382+02
C03,1806601.txt,Country First Conservatives,4,"Nuclear weapons just seem like a bad idea. So I guess Fat Man had to happen to end WWII but since then, they have kind of just been threats. Can’t we destroy them? We can always build a new one for WWIII.",133,,,2018-05-09 05:15:57.385301+02
C02,1701711.txt,Market Skeptic Republicans,3,I have no strong stance on this matter aside from the facts that the reason our country is in so much debt is we have a government that will pay millions if not billions of dollars for a new football stadium but they don’t take care of the real problems. T (...),59,,,2018-05-09 05:18:05.212927+02
C03,1808509.txt,Country First Conservatives,2,"If what they are saying is true, then I’m wrong about things, but it’s an editorial piece. I keep,forgetting that these are editorial ",134,,,2018-05-09 05:19:12.616493+02
C03,1808715.txt,Country First Conservatives,5,"The government couldn’t even take care of its people in this? They didn’t choose to,have their homes destroyed.",135,,YES,2018-05-09 05:21:17.20655+02
C11,1761706.txt,Country First Conservatives,3,I'm having difficulty understanding the point being made by this article.,92,,,2018-05-09 06:58:58.667719+02
C02,1706049.txt,Market Skeptic Republicans,5,"This is absolutely heartbreaking and something I did not know about Turkey, this article is prompting more research in hopes that Turkey has reformed thier response mental health. ",60,,YES,2018-05-09 05:21:51.121774+02
C03,1809448.txt,Country First Conservatives,2,"Okay, but to meet the percentage, you are Making members of one race a quota.",136,,,2018-05-09 05:23:00.349506+02
C03,1809827.txt,Country First Conservatives,3,I’m sorry I just don’t get this one.,137,,,2018-05-09 05:25:23.992899+02
C02,1709092.txt,Market Skeptic Republicans,3,It’s great when the government can help rebuild but we also need to do for ourselves as well. If you want to build something put in the time and make it happen. Don’t depend on the government to do it for you. ,61,,,2018-05-09 05:27:28.128468+02
C03,1811342.txt,Country First Conservatives,1,"I seriously, I guess stupidly, would mot have thought FRESH produce needed regulation.",138,YES,,2018-05-09 05:28:39.00681+02
C03,1811987.txt,Country First Conservatives,5,First off: protect the first amendment. Second: why are we worried about looking bad in Vietnam? I don’t think anyone is really proud of that.,139,,YES,2018-05-09 05:31:35.746678+02
C02,1709518.txt,Market Skeptic Republicans,5,"Farmers literally are what keep the world alive by providing food, but businessmen get paid more than they do. ",62,,YES,2018-05-09 05:33:05.065473+02
C03,1813367.txt,Country First Conservatives,3,Actually two planes hitting the twin towers is what created the current disaster ,140,,,2018-05-09 05:34:04.647766+02
C03,1813612.txt,Country First Conservatives,2,"Well, when you put a tug at your heart strings twist on it, it does stink how much they have to pay to call home. However, it funds the prison so it isn’t a kickback. Also they committed a crime.",141,,,2018-05-09 05:36:38.332194+02
C02,1710770.txt,Market Skeptic Republicans,5,"This is infuriating, America is supposed to be by the people for the people no matter rich or poor we all get to vote. The fact this even came up in modern day America disgusts me. ",63,,YES,2018-05-09 05:36:55.35244+02
C03,1813762.txt,Country First Conservatives,5,"Instead of admitting it didn’t work, it continued funding a failed program. Hmm. ",142,,YES,2018-05-09 05:38:26.057935+02
